Geracao,Melhor_X,Melhor_Y,Fitness
220,14.096420,0.845749,-6958.673340
221,14.096420,0.845749,-6958.673340
222,14.096420,0.845749,-6958.673340
223,14.096390,0.845718,-6958.708496
224,14.096375,0.845703,-6958.726074
225,14.096375,0.845703,-6958.726074
226,14.096375,0.845703,-6958.726074
227,14.096375,0.845703,-6958.726074
228,14.096375,0.845703,-6958.726074
229,14.096375,0.845703,-6958.726074
230,14.096375,0.845703,-6958.726074
231,14.096375,0.845703,-6958.726074
232,14.096375,0.845703,-6958.726074
233,14.096375,0.845703,-6958.726074
234,14.096375,0.845703,-6958.726074
235,14.096375,0.845703,-6958.726074
236,14.096375,0.845703,-6958.726074
237,14.096375,0.845703,-6958.726074
238,14.096375,0.845703,-6958.726074
239,14.096375,0.845703,-6958.726074
240,14.096375,0.845703,-6958.726074
241,14.096375,0.845703,-6958.726074
242,14.096375,0.845703,-6958.726074
243,14.096375,0.845703,-6958.726074
244,14.096375,0.845703,-6958.726074
245,14.096375,0.845703,-6958.726074
246,14.096375,0.845703,-6958.726074
247,14.096375,0.845703,-6958.726074
248,14.096375,0.845703,-6958.726074
249,14.096375,0.845703,-6958.726074
250,14.096375,0.845703,-6958.726074
251,14.096375,0.845703,-6958.726074
252,14.096375,0.845703,-6958.726074
253,14.096375,0.845703,-6958.726074
254,14.096375,0.845703,-6958.726074
255,14.096375,0.845703,-6958.726074
256,14.096375,0.845703,-6958.726074
257,14.096375,0.845703,-6958.726074
258,14.096375,0.845703,-6958.726074
259,14.096375,0.845703,-6958.726074
260,14.096375,0.845703,-6958.726074
261,14.096375,0.845703,-6958.726074
262,14.096375,0.845703,-6958.726074
263,14.096375,0.845703,-6958.726074
264,14.096375,0.845703,-6958.726074
265,14.096375,0.845703,-6958.726074
266,14.096375,0.845703,-6958.726074
267,14.096375,0.845703,-6958.726074
268,14.096375,0.845703,-6958.726074
269,14.096375,0.845703,-6958.726074
270,14.096375,0.845703,-6958.726074
271,14.096375,0.845703,-6958.726074
272,14.096375,0.845703,-6958.726074
273,14.096375,0.845703,-6958.726074
274,14.096375,0.845703,-6958.726074
275,14.096375,0.845703,-6958.726074
276,14.096375,0.845703,-6958.726074
277,14.096375,0.845703,-6958.726074
278,14.096375,0.845703,-6958.726074
279,14.096375,0.845703,-6958.726074
280,14.096375,0.845703,-6958.726074
281,14.096375,0.845703,-6958.726074
282,14.096375,0.845703,-6958.726074
283,14.096375,0.845703,-6958.726074
